loan_id,age,income,loan_amount,credit_score,months_employed,interest_rate,debt_to_income_ratio,education,employment_type,marital_status,has_mortgage,has_dependents,loan_purpose,has_co_signer,default
46,26,68447,17987,501,476,15.642639037907768,0.3673541713384879,PhD,Unemployed,Divorced,No,No,Auto,Yes,1
47,56,54529,42311,337,23,3.227003930744647,0.6846962766209284,Bachelor,Full-time,Single,Yes,No,Personal,Yes,0
48,35,146394,36575,487,23,12.459579878711205,0.43600880343653026,High School,Full-time,Married,Yes,No,Home,Yes,1
49,21,95703,6007,356,3,17.520084949850443,0.562687810493232,PhD,Self-employed,Married,No,Yes,Personal,No,1
50,42,96090,10445,319,322,17.583227119324746,0.766089418660905,Master,Unemployed,Married,Yes,Yes,Business,Yes,0
51,31,37260,15706,572,289,10.581820223714823,0.7433324519871073,Bachelor,Self-employed,Divorced,No,Yes,Education,Yes,0
52,67,132581,49486,418,440,23.658915693134702,0.7931385468317601,High School,Full-time,Divorced,Yes,Yes,Education,Yes,0
53,26,23812,34257,815,432,5.849211741445963,0.14769386027572723,Master,Part-time,Married,Yes,No,Personal,Yes,0
54,43,48024,26736,520,470,13.508267262957894,0.6536404424317959,Master,Unemployed,Divorced,No,No,Home,No,0
55,19,78656,47207,825,180,17.890331460668925,0.2119899013774103,PhD,Full-time,Single,Yes,Yes,Business,Yes,0
56,37,136148,18281,814,247,18.03412353551161,0.43265485441472884,Master,Full-time,Married,No,Yes,Personal,Yes,0
57,45,47285,6435,635,115,16.918696005682758,0.5388707320437508,Master,Part-time,Married,No,Yes,Personal,Yes,0
58,64,112436,38339,354,278,8.331628909392784,0.4221915877974646,Master,Full-time,Divorced,No,Yes,Education,Yes,1
59,24,136421,40150,799,364,5.592751079792306,0.515689340642406,Master,Full-time,Married,Yes,No,Business,No,0
60,61,21605,30821,835,68,16.62662751701435,0.8972210470388954,Bachelor,Unemployed,Single,Yes,No,Home,Yes,0
61,25,91158,31660,461,350,15.783948671207067,0.2081738509702838,Bachelor,Unemployed,Divorced,Yes,Yes,Education,Yes,1
62,64,92303,10084,458,253,6.1251882366525425,0.6403648362691404,Bachelor,Unemployed,Divorced,No,No,Personal,No,0
63,52,47139,21661,487,180,18.218200348122956,0.4168007731084922,Bachelor,Self-employed,Married,No,Yes,Education,Yes,0
64,31,97149,18507,359,317,12.468955809874098,0.20640783912586302,High School,Part-time,Married,Yes,Yes,Education,Yes,1
65,34,76138,12059,618,168,17.358493606872518,0.22698941069944764,Bachelor,Unemployed,Married,Yes,No,Auto,Yes,1
66,53,138205,23271,510,312,21.259442834713465,0.8594184849964935,Master,Self-employed,Divorced,No,Yes,Education,No,0
67,67,96125,12491,705,248,5.9037538572692325,0.8036811973694097,Bachelor,Self-employed,Married,Yes,No,Education,Yes,1
68,57,33918,19859,408,187,2.4403319639272434,0.8256335683320175,Bachelor,Part-time,Single,No,Yes,Business,No,0
69,21,105655,13073,375,53,19.919359487103097,0.8932262206619093,PhD,Part-time,Married,Yes,No,Education,No,1
70,19,47446,14077,841,325,16.023040778510165,0.2666523120068144,Master,Full-time,Married,No,Yes,Home,No,0
71,23,144040,25953,613,356,18.0917101013088,0.38435146989124946,Bachelor,Self-employed,Divorced,Yes,No,Personal,No,0
72,59,33046,16383,416,312,21.277564424738777,0.6353752239398933,Bachelor,Unemployed,Married,Yes,Yes,Business,No,1
73,21,149922,7353,318,137,20.464651500963512,0.4870420318885178,Bachelor,Part-time,Divorced,No,Yes,Education,No,1
74,46,44818,28821,731,167,24.101163379362966,0.43471162670266683,High School,Self-employed,Married,No,No,Home,No,1
75,35,120894,42567,649,390,14.32650681359872,0.38624899946847446,Bachelor,Unemployed,Single,No,Yes,Personal,Yes,0
76,43,135751,29860,482,102,13.235399551177823,0.5750245055547618,PhD,Self-employed,Single,Yes,No,Business,Yes,1
77,61,24324,26195,412,421,11.243405597486792,0.5604747429120657,Master,Part-time,Divorced,No,No,Home,No,1
78,51,96323,16939,482,84,5.534893985416705,0.22916626725139208,Master,Full-time,Divorced,No,Yes,Education,No,1
79,27,29111,30338,780,316,15.169966356286515,0.47739187001475125,Bachelor,Self-employed,Married,Yes,Yes,Auto,No,0
80,53,58110,26730,445,211,8.371288059497513,0.54277742096788,Bachelor,Unemployed,Married,No,Yes,Auto,No,0
81,31,36389,26427,412,2,23.190072780898436,0.5562295509851124,Bachelor,Part-time,Single,No,Yes,Business,No,1
82,48,142177,40196,775,383,15.413388498373244,0.26808575432988146,Master,Full-time,Married,No,No,Home,No,0
83,65,61427,32083,602,178,15.635324151686534,0.6938171138018294,Master,Unemployed,Single,Yes,Yes,Personal,Yes,0
84,32,99579,26510,417,341,10.16326720017123,0.12015927585685571,High School,Unemployed,Divorced,Yes,Yes,Home,Yes,1
85,25,48746,49064,460,302,3.1957550954872724,0.38386548443453017,PhD,Unemployed,Married,Yes,Yes,Auto,No,0
86,31,142883,12813,700,451,2.7301066035787382,0.7241701188285069,High School,Self-employed,Divorced,No,No,Business,No,0
87,40,107886,36598,497,475,11.736708315523543,0.5511143368443219,PhD,Part-time,Married,Yes,Yes,Education,No,1
88,57,127141,32570,559,331,3.9450036962364705,0.30892994600868817,High School,Unemployed,Single,No,No,Home,Yes,0
89,38,20117,32082,346,37,15.9574799774232,0.6559624954744382,Master,Self-employed,Divorced,No,Yes,Auto,No,1
90,33,145808,34241,698,419,22.26237912971212,0.5539127553248587,High School,Part-time,Divorced,No,No,Personal,Yes,0
91,62,132221,35678,377,238,22.30704077993061,0.7369948875651098,PhD,Part-time,Married,Yes,Yes,Business,Yes,1
92,35,104471,49569,423,168,17.158044433041347,0.6880201489518587,Bachelor,Self-employed,Divorced,Yes,Yes,Education,Yes,1
93,64,132613,16745,374,452,6.858332123877413,0.5880863376289878,PhD,Self-employed,Single,No,No,Home,No,1
94,41,33234,31029,436,396,21.848927121254057,0.4905421402486513,Bachelor,Unemployed,Divorced,No,Yes,Personal,No,1
95,43,149597,18025,699,342,22.380149012203788,0.20654570053401874,Master,Part-time,Divorced,Yes,Yes,Education,Yes,0
96,42,123864,41124,804,313,6.52303245391805,0.30906641430830706,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
97,62,73441,19288,799,305,18.960799972725578,0.43527957833366826,High School,Self-employed,Divorced,Yes,No,Auto,Yes,0
98,58,20846,28650,437,29,8.589949625323829,0.579439429605111,PhD,Part-time,Married,No,Yes,Personal,Yes,0
99,46,30954,11540,349,189,20.46072718411738,0.5109662841722439,Bachelor,Part-time,Married,Yes,No,Auto,No,1
100,32,99239,37232,553,356,24.93647169778286,0.33054762076762356,Master,Unemployed,Divorced,Yes,No,Business,Yes,1
101,62,133689,21422,725,24,2.6905981225760347,0.10517148623176845,High School,Full-time,Single,Yes,No,Personal,No,1
102,18,66514,8342,846,111,22.639414913191434,0.49699137752065115,PhD,Unemployed,Married,No,Yes,Auto,Yes,0
103,42,108236,46846,601,410,16.320502272769133,0.32850079084979444,Bachelor,Full-time,Divorced,Yes,No,Home,No,0
104,24,117579,40612,648,434,24.387800240790888,0.6876866405684281,High School,Full-time,Married,No,No,Auto,Yes,0
105,26,148644,15396,348,205,12.695218903107834,0.1191570122163868,Master,Self-employed,Single,No,Yes,Business,No,1
106,41,26469,22482,373,184,21.489922403141595,0.5678622490446327,High School,Part-time,Single,No,No,Education,No,1
107,18,50105,28411,560,381,3.4350635777603764,0.8531793900048523,Master,Part-time,Married,Yes,No,Education,No,1
108,61,62101,18261,655,378,9.711418151800801,0.2395274136891996,High School,Part-time,Single,Yes,Yes,Auto,Yes,0
109,25,84323,8093,559,46,3.5413803682778293,0.4773195926004763,PhD,Full-time,Divorced,Yes,Yes,Education,No,1
110,41,111922,16722,594,373,24.43289207001862,0.17313759345371055,Bachelor,Part-time,Divorced,No,No,Auto,Yes,0
111,28,78067,27042,612,227,20.790399867252244,0.600545529809082,PhD,Self-employed,Married,Yes,Yes,Business,No,0
112,68,69376,49413,481,38,21.608590688657323,0.5404253444769805,PhD,Full-time,Single,No,Yes,Education,No,1
113,34,65587,33087,663,15,23.573200322979567,0.4258924193702659,Master,Full-time,Divorced,Yes,Yes,Home,Yes,0
114,25,56976,37347,487,21,3.957380180755063,0.517101617178993,Master,Full-time,Divorced,Yes,No,Auto,No,1
115,52,124587,38756,842,212,10.868744627806667,0.8172597267752082,Master,Full-time,Divorced,Yes,No,Education,No,0
116,52,147534,44214,847,309,3.633802448012049,0.25703544184885363,PhD,Self-employed,Married,Yes,Yes,Business,Yes,1
117,50,87584,21335,707,148,6.848241335650658,0.11805160936427779,High School,Part-time,Married,No,No,Business,No,1
118,22,124537,33602,713,455,7.275412871866465,0.7893319077592807,High School,Self-employed,Divorced,No,Yes,Home,No,0
119,59,98477,39450,641,240,12.78946585409431,0.5616936659103252,PhD,Part-time,Divorced,No,Yes,Business,No,1
120,56,130911,37196,519,271,8.17692985143378,0.8125267643694739,PhD,Self-employed,Single,No,Yes,Business,No,0
121,58,62533,10626,462,58,4.322496456808505,0.5775561787305381,Bachelor,Unemployed,Single,Yes,Yes,Education,Yes,1
122,45,21828,12424,519,286,5.852295049164477,0.748128871967762,Master,Unemployed,Single,No,Yes,Auto,No,1
123,24,21917,17857,569,425,5.387337961698091,0.4437386906841184,Master,Unemployed,Married,No,No,Personal,No,1
124,26,40618,49923,699,201,24.38076635198286,0.699887945030615,PhD,Unemployed,Divorced,No,No,Business,No,0
125,25,52254,24982,481,31,19.463727659124892,0.8304331735118848,PhD,Full-time,Married,Yes,No,Business,No,1
126,29,125292,16425,504,442,24.258513701199924,0.5576983709777651,High School,Full-time,Divorced,No,No,Personal,No,0
127,51,136714,6980,527,161,12.114031189681896,0.24462812044990365,PhD,Self-employed,Single,No,Yes,Business,No,0
128,50,67362,31431,549,254,8.402475078241102,0.31503809202415856,High School,Self-employed,Single,Yes,Yes,Education,No,0
129,65,40128,24440,740,253,20.360743535811295,0.25891566151792467,PhD,Unemployed,Single,Yes,No,Education,No,0
130,40,143781,46752,832,8,9.503840114946376,0.29748562207658635,Bachelor,Part-time,Single,No,No,Personal,Yes,0
131,41,131281,22175,495,464,8.88581759522301,0.3451323594808291,Bachelor,Unemployed,Divorced,No,Yes,Business,Yes,1
132,54,79383,31385,818,138,7.347637820780117,0.5441070294025508,High School,Self-employed,Single,Yes,Yes,Business,Yes,0
133,52,85545,43158,369,479,4.982616499157413,0.5703933035710662,Master,Unemployed,Divorced,No,Yes,Auto,Yes,1
134,61,102180,28019,698,9,7.898650403385617,0.44119979779348895,Bachelor,Self-employed,Divorced,Yes,No,Business,No,1
135,57,107958,23639,502,213,10.172354214899418,0.5923366238566684,High School,Unemployed,Married,No,Yes,Education,No,0
136,39,29865,24994,447,272,17.5018667873518,0.16525994048909276,PhD,Part-time,Single,No,Yes,Home,Yes,1
137,44,22219,39375,771,323,3.4389913710473863,0.17023058964652799,PhD,Unemployed,Single,No,No,Home,Yes,0
138,52,59809,26563,498,47,6.841659612302887,0.23746356828612677,High School,Part-time,Married,No,No,Home,Yes,0
139,18,136748,44341,725,435,20.607543726708556,0.5144619984322758,Master,Part-time,Divorced,No,No,Home,No,0
140,52,25287,10776,791,110,5.379204242426727,0.2711957429586509,High School,Self-employed,Single,Yes,Yes,Business,No,1
141,54,146593,41444,441,152,9.880838370017996,0.3266275227940619,High School,Part-time,Divorced,Yes,Yes,Business,Yes,0
142,64,54387,8380,612,122,21.887155202737222,0.42025026893839523,Bachelor,Full-time,Married,No,No,Auto,Yes,1
143,31,28512,13711,464,404,5.563282156299181,0.7494928992083039,High School,Full-time,Divorced,No,Yes,Business,Yes,0
144,20,21342,13782,613,356,3.9029472192183676,0.1110897087302881,High School,Full-time,Single,No,Yes,Home,Yes,1
145,18,83076,22434,320,101,13.144373886840249,0.6195030561892979,PhD,Self-employed,Divorced,Yes,Yes,Personal,Yes,1
146,22,128872,25017,381,240,8.955648759406337,0.6351012248325483,Bachelor,Full-time,Divorced,Yes,No,Personal,No,1
147,43,39216,35707,430,320,14.958392383128645,0.7389246242853093,PhD,Self-employed,Single,Yes,No,Education,Yes,0
148,31,137512,44110,604,190,20.48751248111993,0.8462023512482506,PhD,Self-employed,Single,Yes,Yes,Education,No,0
149,56,136682,22343,670,216,5.154415227513093,0.11611027915943187,Master,Full-time,Divorced,Yes,Yes,Business,Yes,0
150,44,113070,43827,683,50,15.356078944748555,0.22302696441057296,Master,Part-time,Divorced,Yes,Yes,Personal,Yes,0
151,26,99767,46652,744,291,13.62670148896687,0.8089370352447944,Bachelor,Unemployed,Married,Yes,Yes,Home,No,0
152,32,117829,10655,724,80,5.31381207830359,0.4668148497496123,Bachelor,Self-employed,Single,Yes,No,Home,Yes,1
153,32,46614,49859,460,382,16.351965167166597,0.5516725111467708,Master,Full-time,Divorced,No,No,Home,No,0
154,43,56258,20251,477,87,8.293729610797747,0.6304217629785179,Master,Self-employed,Single,Yes,Yes,Business,No,0
155,59,113789,5526,789,193,13.220189326512287,0.6432532835965099,Master,Part-time,Married,Yes,Yes,Business,Yes,1
156,30,62078,8224,626,103,3.8922634583724234,0.8453923226532066,Master,Part-time,Divorced,Yes,No,Auto,Yes,0
157,68,126288,16536,588,270,12.57043331591333,0.8975595339293357,Master,Full-time,Divorced,Yes,Yes,Home,No,0
158,49,103524,33541,653,95,9.048659764984867,0.6761259687447522,PhD,Self-employed,Divorced,No,No,Home,No,0
159,56,116573,18547,327,422,20.91476785726315,0.32977696736412065,Bachelor,Unemployed,Single,Yes,Yes,Business,Yes,1
160,66,32219,39531,342,378,3.3105107209394706,0.8038019218354749,PhD,Unemployed,Married,No,No,Business,No,1
161,69,20235,13712,722,197,11.627967323121588,0.1393767316326093,PhD,Self-employed,Single,No,Yes,Auto,Yes,1
162,49,62929,43565,476,0,12.543922755023074,0.28486468229959694,High School,Self-employed,Divorced,No,Yes,Auto,No,0
163,21,147309,14208,828,406,18.67513975487973,0.8179085739709719,PhD,Self-employed,Married,Yes,No,Education,Yes,0
164,47,87444,10109,793,377,15.208614227074854,0.30495321155148397,Master,Full-time,Divorced,Yes,No,Personal,No,1
165,54,28567,40201,497,166,17.345883755466165,0.2765208476973988,Master,Part-time,Divorced,Yes,Yes,Home,No,1
166,40,121834,21967,816,125,19.872133569990392,0.2105002345121978,High School,Unemployed,Single,No,Yes,Home,Yes,0
167,56,90792,34759,813,312,21.830668394138343,0.7872894061175332,High School,Full-time,Divorced,No,No,Auto,No,0
168,62,85441,25172,321,80,9.21913642461682,0.5000466073528694,High School,Self-employed,Married,No,No,Auto,No,1
169,32,104555,41935,411,417,14.374522223369768,0.6399145624433238,High School,Self-employed,Divorced,No,Yes,Education,No,0
170,60,93698,31589,356,250,21.322485804101596,0.29125310726002374,High School,Part-time,Divorced,Yes,Yes,Personal,No,1
171,46,144450,35015,365,168,24.757376012196296,0.7064323368089732,PhD,Self-employed,Single,Yes,No,Education,No,1
172,53,137248,34009,397,476,22.458944154006552,0.7080044359696788,High School,Full-time,Married,Yes,No,Personal,No,0
173,30,25415,22773,443,72,10.543747040360666,0.3500784199266401,PhD,Full-time,Single,No,No,Home,No,1
174,49,56159,46125,734,140,6.488829896028959,0.4285461064082263,Bachelor,Part-time,Divorced,No,No,Education,Yes,0
175,24,63925,31143,385,69,13.256028360351541,0.2677522219441607,High School,Full-time,Single,Yes,No,Auto,No,1
176,68,146523,11154,643,261,19.05775339222897,0.8812488186583235,High School,Unemployed,Single,Yes,Yes,Education,No,0
177,39,25951,26804,593,339,13.329088627325845,0.6164820616467293,PhD,Full-time,Single,No,Yes,Education,Yes,0
178,45,107388,46688,542,307,13.113159856214375,0.8476351045724124,Bachelor,Full-time,Single,Yes,No,Home,No,0
179,19,28007,25581,331,244,21.279299684881412,0.34270843490330655,PhD,Full-time,Divorced,Yes,Yes,Auto,No,1
180,59,146730,35087,690,2,10.312286918545286,0.7255127303975119,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,1
181,62,61832,37981,576,336,21.77527752066785,0.7126869151077936,High School,Self-employed,Married,No,No,Business,No,1
182,23,78596,8762,831,62,11.356510421889642,0.6533245214932333,Master,Full-time,Single,No,Yes,Business,No,0
183,45,141101,14768,453,48,9.549361430601806,0.8725111802134403,Master,Part-time,Single,Yes,Yes,Business,Yes,1
184,45,50523,48408,682,75,12.441767957593077,0.41484426888505244,PhD,Unemployed,Married,No,Yes,Home,Yes,0
185,61,108861,44499,367,367,19.536280049521974,0.20457385887180585,High School,Part-time,Single,Yes,No,Education,No,1
186,61,144194,43559,513,174,4.898046640871868,0.6373670873952486,Bachelor,Full-time,Married,Yes,No,Auto,No,0
187,37,106740,13783,675,108,6.5176419650563995,0.683447840381765,Master,Part-time,Divorced,No,Yes,Auto,Yes,0
188,47,35524,34781,512,182,23.883230990251114,0.5600484587670518,Bachelor,Full-time,Married,Yes,Yes,Education,No,0
189,28,149028,35811,378,191,6.036307429771219,0.265454314506717,Master,Unemployed,Single,No,Yes,Auto,Yes,0
190,45,39282,40488,680,64,15.057728312414255,0.5035647533354843,High School,Part-time,Married,No,Yes,Education,Yes,0
191,42,43930,13905,357,336,15.324232733224571,0.34975178925530354,PhD,Part-time,Divorced,Yes,Yes,Home,Yes,1
192,56,20077,14127,325,450,13.26136262715563,0.44197322253335125,Bachelor,Full-time,Single,Yes,Yes,Home,No,0
193,50,125881,27431,746,473,16.829140717266828,0.6161748606757311,Bachelor,Full-time,Divorced,No,No,Home,Yes,1
194,18,145501,11368,365,270,7.286014693345224,0.6961717941526676,PhD,Self-employed,Divorced,No,Yes,Education,Yes,1
195,44,40611,32424,553,99,14.711232158865208,0.2857797527210745,Bachelor,Full-time,Married,No,Yes,Education,Yes,0
196,69,36984,23333,343,31,10.559984870678635,0.4242602885175627,Master,Full-time,Divorced,No,No,Personal,No,1
197,30,34060,28116,396,351,17.218346971471348,0.31532925679330337,PhD,Self-employed,Single,No,Yes,Auto,No,1
198,58,102985,48201,526,127,5.248141497582438,0.25890529108949534,Master,Full-time,Divorced,No,Yes,Auto,No,0
199,20,104056,20525,735,451,15.130180587307953,0.7267097759966707,Master,Full-time,Divorced,Yes,Yes,Personal,Yes,1
200,56,145329,28398,678,401,6.261218173816445,0.827402155549594,High School,Self-employed,Married,Yes,Yes,Personal,No,0
201,23,63303,37857,477,368,8.408790451645837,0.3961857485476614,Master,Unemployed,Divorced,Yes,No,Home,No,1
202,25,79207,15361,726,338,7.030325407442414,0.7010231394990135,High School,Unemployed,Married,Yes,Yes,Personal,Yes,0
203,44,95046,21369,606,42,6.205268936982794,0.8175962314915289,Bachelor,Full-time,Married,No,No,Education,Yes,0
204,26,49287,8041,803,371,20.99135188589534,0.7768993684241853,Bachelor,Full-time,Single,Yes,Yes,Business,No,1
205,54,113709,5105,567,418,8.571274056200478,0.24625071083138073,High School,Self-employed,Single,Yes,Yes,Education,No,0
206,50,59711,14078,307,77,23.323846982882333,0.8650335052106891,Master,Self-employed,Single,No,No,Personal,Yes,1
207,68,31954,30003,807,313,24.30831008293939,0.40134115234357004,PhD,Unemployed,Single,Yes,Yes,Auto,No,0
208,59,93340,11090,775,288,15.138990808553238,0.37139252893906904,PhD,Part-time,Married,No,No,Education,Yes,0
209,61,92101,43850,596,269,5.289025821311707,0.14994506182222428,High School,Full-time,Divorced,No,No,Auto,Yes,1
210,41,91520,6925,463,161,10.614609597730368,0.4889389232839064,Bachelor,Part-time,Single,No,No,Education,No,1
211,32,107062,23440,784,188,20.347842057008922,0.18721089251274298,Bachelor,Part-time,Single,No,Yes,Auto,No,1
212,49,122974,44685,371,246,10.44998676003262,0.2988318567419408,PhD,Self-employed,Single,No,Yes,Education,No,0
213,49,38574,31015,537,387,4.001396020964141,0.35355409741382515,High School,Full-time,Divorced,Yes,Yes,Auto,No,0
214,41,29184,38320,403,215,14.806052951348322,0.7470610587933473,PhD,Full-time,Single,Yes,Yes,Business,Yes,1
215,58,39096,30291,509,314,21.4377795844088,0.8003909203167172,Master,Self-employed,Divorced,Yes,No,Home,No,1
216,69,87728,41679,767,412,20.306306904300556,0.34197305396917577,Master,Part-time,Married,No,Yes,Education,No,0
217,66,54016,31289,753,338,6.027832222998125,0.7869584969956591,High School,Self-employed,Married,Yes,Yes,Business,No,0
218,66,31246,8389,567,389,17.473586131486734,0.7857847498958329,High School,Unemployed,Married,Yes,No,Home,Yes,1
219,69,65558,30683,685,376,7.071598059019884,0.7117207603078989,Master,Full-time,Divorced,Yes,No,Education,No,0
220,29,138721,18629,686,432,7.018773294699962,0.21735609121214525,Bachelor,Unemployed,Single,Yes,Yes,Business,No,0
221,56,38381,29826,558,167,22.10365078601926,0.6522582775205832,High School,Self-employed,Single,No,No,Business,Yes,1
222,19,147796,40198,582,338,7.742385913025293,0.856019251664455,Master,Full-time,Single,Yes,No,Business,Yes,0
223,20,56455,31630,339,192,8.054688969914256,0.6460323830137257,Master,Unemployed,Single,No,No,Personal,Yes,1
224,66,112263,38226,785,452,2.0150279875098898,0.3652934792862672,Bachelor,Unemployed,Single,No,No,Auto,Yes,0
225,54,24018,37975,519,282,22.025387784886906,0.5004634539446651,Bachelor,Part-time,Divorced,Yes,No,Home,Yes,0
226,66,31302,5899,428,335,20.2296807038101,0.6165800346808429,Bachelor,Full-time,Married,No,Yes,Auto,No,1
227,34,87506,16653,819,389,16.428565507085594,0.5084563269828029,Bachelor,Unemployed,Single,No,Yes,Auto,Yes,0
228,66,61157,32961,559,12,19.256112570593373,0.19596235338477586,PhD,Unemployed,Married,No,Yes,Auto,Yes,0
229,19,74917,21405,665,239,5.497117050763311,0.3496512357216165,Bachelor,Part-time,Divorced,No,Yes,Business,Yes,0
230,19,112738,13601,843,319,12.541442675514235,0.7419168244429061,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,1
231,45,116646,38662,823,445,10.078045909021961,0.7891344368764139,High School,Unemployed,Single,No,Yes,Personal,Yes,0
232,40,103122,38282,315,146,4.156860103911379,0.2098400261724562,Master,Unemployed,Divorced,No,Yes,Education,Yes,1
233,54,44519,26288,428,203,13.181001159943253,0.8619094019189797,PhD,Part-time,Married,Yes,No,Business,Yes,0
234,49,116809,34545,408,79,23.177011957880612,0.36305809427888747,High School,Unemployed,Single,Yes,Yes,Home,Yes,0
235,50,107487,41877,832,378,2.921359738165973,0.629850990984576,High School,Unemployed,Single,No,Yes,Education,No,0
